Title,Artists,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,hot_song,cluster
Oh My God,Alec Benjamin ,44I5NYJ7CGEcaLOuG2zJsU,0.696,0.565,5,-7.241,0,0.0598,0.652,2.12e-06,0.121,0.6,156.109,audio_features,spotify:track:44I5NYJ7CGEcaLOuG2zJsU,https://api.spotify.com/v1/tracks/44I5NYJ7CGEcaLOuG2zJsU,https://api.spotify.com/v1/audio-analysis/44I5NYJ7CGEcaLOuG2zJsU,187728,4,0,3
untitled 06 | 06.30.2014.,Kendrick Lamar ,4M2t7bP4Mq87mGMn0PObUX,0.669,0.541,4,-11.291,0,0.0461,0.0992,7.69e-06,0.254,0.645,89.083,audio_features,spotify:track:4M2t7bP4Mq87mGMn0PObUX,https://api.spotify.com/v1/tracks/4M2t7bP4Mq87mGMn0PObUX,https://api.spotify.com/v1/audio-analysis/4M2t7bP4Mq87mGMn0PObUX,208013,4,0,6
Let It All Work Out,Lil Wayne ,3BUWNzPWz2mDbptZmGEXpB,0.551,0.562,11,-6.862,1,0.163,0.0218,0.0,0.302,0.438,135.872,audio_features,spotify:track:3BUWNzPWz2mDbptZmGEXpB,https://api.spotify.com/v1/tracks/3BUWNzPWz2mDbptZmGEXpB,https://api.spotify.com/v1/audio-analysis/3BUWNzPWz2mDbptZmGEXpB,316192,4,0,1
Fire Under My Feet,Leona Lewis ,274semSwK0RaOtWns2PLXx,0.63,0.893,6,-2.028,1,0.0664,0.0181,0.0,0.0773,0.647,101.289,audio_features,spotify:track:274semSwK0RaOtWns2PLXx,https://api.spotify.com/v1/tracks/274semSwK0RaOtWns2PLXx,https://api.spotify.com/v1/audio-analysis/274semSwK0RaOtWns2PLXx,215536,4,0,6
Stripes Like Burberry,Future ,6lt8iodSkYWEV0ifKCSlfg,0.758,0.574,9,-7.833,0,0.217,0.216,0.0,0.144,0.706,144.081,audio_features,spotify:track:6lt8iodSkYWEV0ifKCSlfg,https://api.spotify.com/v1/tracks/6lt8iodSkYWEV0ifKCSlfg,https://api.spotify.com/v1/audio-analysis/6lt8iodSkYWEV0ifKCSlfg,274313,4,0,5
BENDICIONES,Bad Bunny ,2CoMYp2uIKsT09nreEZnZn,0.828,0.581,11,-9.909,1,0.0725,0.0378,0.0,0.103,0.843,143.995,audio_features,spotify:track:2CoMYp2uIKsT09nreEZnZn,https://api.spotify.com/v1/tracks/2CoMYp2uIKsT09nreEZnZn,https://api.spotify.com/v1/audio-analysis/2CoMYp2uIKsT09nreEZnZn,155060,4,0,5
When We Were Young,Adele ,7GgWAITsYJaRM3r50rfh5w,0.376,0.595,3,-5.936,1,0.0496,0.303,0.0,0.095,0.265,144.361,audio_features,spotify:track:7GgWAITsYJaRM3r50rfh5w,https://api.spotify.com/v1/tracks/7GgWAITsYJaRM3r50rfh5w,https://api.spotify.com/v1/audio-analysis/7GgWAITsYJaRM3r50rfh5w,290900,4,0,5
Lovin’ Me,Kid Cudi ,3JdwGk8j7lHN5qdzJZklam,0.604,0.605,1,-7.861,1,0.0415,0.152,0.000845,0.157,0.168,141.527,audio_features,spotify:track:3JdwGk8j7lHN5qdzJZklam,https://api.spotify.com/v1/tracks/3JdwGk8j7lHN5qdzJZklam,https://api.spotify.com/v1/audio-analysis/3JdwGk8j7lHN5qdzJZklam,165893,4,0,1
By Any Means,ScHoolboy Q ,1iY2DB9Bpn1r8mBgoFLBOG,0.799,0.338,10,-8.249,1,0.16,0.0204,0.0,0.132,0.0982,129.967,audio_features,spotify:track:1iY2DB9Bpn1r8mBgoFLBOG,https://api.spotify.com/v1/tracks/1iY2DB9Bpn1r8mBgoFLBOG,https://api.spotify.com/v1/audio-analysis/1iY2DB9Bpn1r8mBgoFLBOG,214333,4,0,4
Demons,Imagine Dragons ,3LlAyCYU26dvFZBDUIMb7a,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.329,0.428,89.938,audio_features,spotify:track:3LlAyCYU26dvFZBDUIMb7a,https://api.spotify.com/v1/tracks/3LlAyCYU26dvFZBDUIMb7a,https://api.spotify.com/v1/audio-analysis/3LlAyCYU26dvFZBDUIMb7a,175200,4,0,6
Gone Till November,Rod Wave ,2LTJYsWOqsjntJpRy2HpY6,0.478,0.537,11,-8.378,0,0.111,0.248,0.0,0.271,0.384,82.902,audio_features,spotify:track:2LTJYsWOqsjntJpRy2HpY6,https://api.spotify.com/v1/tracks/2LTJYsWOqsjntJpRy2HpY6,https://api.spotify.com/v1/audio-analysis/2LTJYsWOqsjntJpRy2HpY6,161019,4,0,0
Look What God Gave Her,Thomas Rhett ,2KqJC0koTBUyDlsMt5ok1V,0.739,0.85,2,-3.966,1,0.0308,0.0272,0.0,0.181,0.883,113.0,audio_features,spotify:track:2KqJC0koTBUyDlsMt5ok1V,https://api.spotify.com/v1/tracks/2KqJC0koTBUyDlsMt5ok1V,https://api.spotify.com/v1/audio-analysis/2KqJC0koTBUyDlsMt5ok1V,168960,4,0,2
Hit 'Em Up,A Boogie Wit da Hoodie ,7ExiKb3YCTGpaLPtFKzYUk,0.506,0.591,0,-8.428,1,0.386,0.258,0.0,0.154,0.752,169.752,audio_features,spotify:track:7ExiKb3YCTGpaLPtFKzYUk,https://api.spotify.com/v1/tracks/7ExiKb3YCTGpaLPtFKzYUk,https://api.spotify.com/v1/audio-analysis/7ExiKb3YCTGpaLPtFKzYUk,204420,3,0,3
Intoxicated,Martin Solveig ,0dbQ4h3cs8QE5fOPMYdDrX,0.792,0.688,0,-4.008,1,0.0386,0.00435,0.00477,0.0972,0.502,124.987,audio_features,spotify:track:0dbQ4h3cs8QE5fOPMYdDrX,https://api.spotify.com/v1/tracks/0dbQ4h3cs8QE5fOPMYdDrX,https://api.spotify.com/v1/audio-analysis/0dbQ4h3cs8QE5fOPMYdDrX,159560,4,0,4
Wona,Mumford & Sons ,4kOfDzcgmf3OxQtooVJLfQ,0.585,0.756,0,-7.433,1,0.0495,0.0267,2.26e-05,0.141,0.468,102.691,audio_features,spotify:track:4kOfDzcgmf3OxQtooVJLfQ,https://api.spotify.com/v1/tracks/4kOfDzcgmf3OxQtooVJLfQ,https://api.spotify.com/v1/audio-analysis/4kOfDzcgmf3OxQtooVJLfQ,240453,3,0,6
Respect It,Big Sean ,4QqTDl0Po7cbaZMcGsZmBg,0.703,0.717,8,-6.035,0,0.23,0.0693,0.0,0.285,0.417,77.016,audio_features,spotify:track:4QqTDl0Po7cbaZMcGsZmBg,https://api.spotify.com/v1/tracks/4QqTDl0Po7cbaZMcGsZmBg,https://api.spotify.com/v1/audio-analysis/4QqTDl0Po7cbaZMcGsZmBg,207243,4,0,0
All I Want For Christmas Is You  Original Version,Mariah Carey ,7b0FtkooE6M5WVTNqofsHd,0.599,0.312,7,-13.597,1,0.0944,0.969,0.882,0.158,0.22,146.083,audio_features,spotify:track:7b0FtkooE6M5WVTNqofsHd,https://api.spotify.com/v1/tracks/7b0FtkooE6M5WVTNqofsHd,https://api.spotify.com/v1/audio-analysis/7b0FtkooE6M5WVTNqofsHd,219045,4,0,5
DADDY ft. CL of 2NE1,PSY ,1eMVXXpNPEUdFRy5ZH7FpM,0.762,0.869,6,-3.287,0,0.13,0.0793,0.0,0.137,0.747,132.05,audio_features,spotify:track:1eMVXXpNPEUdFRy5ZH7FpM,https://api.spotify.com/v1/tracks/1eMVXXpNPEUdFRy5ZH7FpM,https://api.spotify.com/v1/audio-analysis/1eMVXXpNPEUdFRy5ZH7FpM,230635,4,0,1
FYBR (First Year Being Rich),A$AP Mob ,1jNrotshHZUS2wj7MU6Lw9,0.921,0.442,1,-6.347,1,0.287,0.194,6.11e-06,0.0907,0.0552,124.055,audio_features,spotify:track:1jNrotshHZUS2wj7MU6Lw9,https://api.spotify.com/v1/tracks/1jNrotshHZUS2wj7MU6Lw9,https://api.spotify.com/v1/audio-analysis/1jNrotshHZUS2wj7MU6Lw9,211840,4,0,4
Just Smoke,Mumford & Sons ,7CDi9DHRDKyfLSgtDs9wex,0.553,0.765,0,-7.905,1,0.0618,0.0379,0.855,0.0772,0.343,156.058,audio_features,spotify:track:7CDi9DHRDKyfLSgtDs9wex,https://api.spotify.com/v1/tracks/7CDi9DHRDKyfLSgtDs9wex,https://api.spotify.com/v1/audio-analysis/7CDi9DHRDKyfLSgtDs9wex,190034,3,0,5
Cuando Tú Quieras,J Balvin ,1tWpgH8rErSXPOkQKFCag9,0.696,0.668,6,-5.063,1,0.199,0.361,0.0038,0.31,0.761,184.329,audio_features,spotify:track:1tWpgH8rErSXPOkQKFCag9,https://api.spotify.com/v1/tracks/1tWpgH8rErSXPOkQKFCag9,https://api.spotify.com/v1/audio-analysis/1tWpgH8rErSXPOkQKFCag9,205120,4,0,3
Crown the Kings,Migos ,2664gDzsUz6oHnSFyfKjcq,0.874,0.703,5,-6.017,0,0.0685,0.0455,0.0,0.166,0.344,143.039,audio_features,spotify:track:2664gDzsUz6oHnSFyfKjcq,https://api.spotify.com/v1/tracks/2664gDzsUz6oHnSFyfKjcq,https://api.spotify.com/v1/audio-analysis/2664gDzsUz6oHnSFyfKjcq,229904,4,0,1
Karma,Queen Naija ,3qmm9AdG0TnShv0drgXNIQ,0.592,0.571,1,-7.132,1,0.174,0.172,0.0,0.106,0.424,104.95,audio_features,spotify:track:3qmm9AdG0TnShv0drgXNIQ,https://api.spotify.com/v1/tracks/3qmm9AdG0TnShv0drgXNIQ,https://api.spotify.com/v1/audio-analysis/3qmm9AdG0TnShv0drgXNIQ,176076,4,0,2
On Everything,DJ Khaled ,7lxZbmtC6SkUc2yXBgDOdO,0.542,0.755,1,-3.68,1,0.0614,0.0232,0.0,0.225,0.267,168.22,audio_features,spotify:track:7lxZbmtC6SkUc2yXBgDOdO,https://api.spotify.com/v1/tracks/7lxZbmtC6SkUc2yXBgDOdO,https://api.spotify.com/v1/audio-analysis/7lxZbmtC6SkUc2yXBgDOdO,233293,4,0,3
Greek Tragedy,The Wombats ,28C4nmrd7BTu0XbOmaTHZr,0.515,0.869,11,-4.732,1,0.0672,0.00257,2.01e-06,0.21,0.452,93.24,audio_features,spotify:track:28C4nmrd7BTu0XbOmaTHZr,https://api.spotify.com/v1/tracks/28C4nmrd7BTu0XbOmaTHZr,https://api.spotify.com/v1/audio-analysis/28C4nmrd7BTu0XbOmaTHZr,209558,4,0,6
Ya!,Ski Mask The Slump God ,044qaq699wF3qjMMU60T7y,0.814,0.51,1,-6.555,1,0.227,0.219,0.0,0.0841,0.391,135.0,audio_features,spotify:track:044qaq699wF3qjMMU60T7y,https://api.spotify.com/v1/tracks/044qaq699wF3qjMMU60T7y,https://api.spotify.com/v1/audio-analysis/044qaq699wF3qjMMU60T7y,110347,4,0,1
Edge of Seventeen  2016 Remaster,Stevie Nicks ,7L3b6iaVhDVjfo52Hbvh9Z,0.591,0.804,0,-7.299,1,0.0454,0.327,5.98e-06,0.0818,0.658,111.457,audio_features,spotify:track:7L3b6iaVhDVjfo52Hbvh9Z,https://api.spotify.com/v1/tracks/7L3b6iaVhDVjfo52Hbvh9Z,https://api.spotify.com/v1/audio-analysis/7L3b6iaVhDVjfo52Hbvh9Z,329413,4,0,2
Electric Body,A$AP Rocky ,6br4Pc0BzU6dTD5fEmks2i,0.898,0.598,2,-7.164,1,0.0467,0.49,0.0014,0.0646,0.528,119.966,audio_features,spotify:track:6br4Pc0BzU6dTD5fEmks2i,https://api.spotify.com/v1/tracks/6br4Pc0BzU6dTD5fEmks2i,https://api.spotify.com/v1/audio-analysis/6br4Pc0BzU6dTD5fEmks2i,255253,4,0,4
Faking It,Calvin Harris ,0pJPdSVti6cTM1Q6xYGmcf,0.776,0.589,9,-4.543,0,0.115,0.319,0.0,0.0715,0.668,120.034,audio_features,spotify:track:0pJPdSVti6cTM1Q6xYGmcf,https://api.spotify.com/v1/tracks/0pJPdSVti6cTM1Q6xYGmcf,https://api.spotify.com/v1/audio-analysis/0pJPdSVti6cTM1Q6xYGmcf,240093,4,0,4
Right Now,Nick Jonas ,43wzy7JxMEfvCh8ZFeZKYk,0.597,0.751,6,-4.982,0,0.193,0.0104,0.0,0.0912,0.568,103.956,audio_features,spotify:track:43wzy7JxMEfvCh8ZFeZKYk,https://api.spotify.com/v1/tracks/43wzy7JxMEfvCh8ZFeZKYk,https://api.spotify.com/v1/audio-analysis/43wzy7JxMEfvCh8ZFeZKYk,201680,4,0,2
Making A Fire,Foo Fighters ,2u8NmvhYX6wiviyxJTOhEi,0.506,0.946,9,-4.173,1,0.0652,2.21e-05,0.00226,0.0528,0.651,91.111,audio_features,spotify:track:2u8NmvhYX6wiviyxJTOhEi,https://api.spotify.com/v1/tracks/2u8NmvhYX6wiviyxJTOhEi,https://api.spotify.com/v1/audio-analysis/2u8NmvhYX6wiviyxJTOhEi,255107,3,0,6
Edge of Midnight (Midnight Sky Remix),Miley Cyrus ,1Tip6R4swhC7E6hgILBjrE,0.681,0.737,4,-5.246,0,0.0384,0.0291,7.16e-06,0.0856,0.278,109.95,audio_features,spotify:track:1Tip6R4swhC7E6hgILBjrE,https://api.spotify.com/v1/tracks/1Tip6R4swhC7E6hgILBjrE,https://api.spotify.com/v1/audio-analysis/1Tip6R4swhC7E6hgILBjrE,220636,4,0,2
We are Bulletproof : the Eternal,BTS ,133ocfbXXG4HTk76qgSeUb,0.522,0.574,9,-5.225,0,0.0317,0.224,0.0,0.108,0.176,84.044,audio_features,spotify:track:133ocfbXXG4HTk76qgSeUb,https://api.spotify.com/v1/tracks/133ocfbXXG4HTk76qgSeUb,https://api.spotify.com/v1/audio-analysis/133ocfbXXG4HTk76qgSeUb,261543,4,0,0
Here We Go,Mac Miller ,40dlJFdqfm8CayhmmS9UB7,0.489,0.867,6,-4.668,0,0.466,0.0205,0.0,0.353,0.55,75.1,audio_features,spotify:track:40dlJFdqfm8CayhmmS9UB7,https://api.spotify.com/v1/tracks/40dlJFdqfm8CayhmmS9UB7,https://api.spotify.com/v1/audio-analysis/40dlJFdqfm8CayhmmS9UB7,167759,4,0,0
Silverado For Sale,Morgan Wallen ,1AGXmKhp5H6d1B2OwZwQdQ,0.591,0.778,0,-5.927,1,0.0292,0.165,0.0,0.115,0.386,137.956,audio_features,spotify:track:1AGXmKhp5H6d1B2OwZwQdQ,https://api.spotify.com/v1/tracks/1AGXmKhp5H6d1B2OwZwQdQ,https://api.spotify.com/v1/audio-analysis/1AGXmKhp5H6d1B2OwZwQdQ,224920,4,0,1
Grandpa's Space Ship,Logic ,3atCD3dVosUsd3KM2yzfeC,0.719,0.167,1,-18.942,1,0.889,0.266,0.0,0.152,0.161,119.082,audio_features,spotify:track:3atCD3dVosUsd3KM2yzfeC,https://api.spotify.com/v1/tracks/3atCD3dVosUsd3KM2yzfeC,https://api.spotify.com/v1/audio-analysis/3atCD3dVosUsd3KM2yzfeC,122093,5,0,4
Deeper Than Money,Logic ,6pK86Tx0QqX0E64mKuDB5Q,0.581,0.886,8,-4.267,0,0.266,0.158,0.0,0.101,0.89,90.109,audio_features,spotify:track:6pK86Tx0QqX0E64mKuDB5Q,https://api.spotify.com/v1/tracks/6pK86Tx0QqX0E64mKuDB5Q,https://api.spotify.com/v1/audio-analysis/6pK86Tx0QqX0E64mKuDB5Q,257640,4,0,6
when was it over?,Sasha Alex Sloan ,779UN3kabApm2zfqX549vf,0.626,0.453,7,-9.295,1,0.0306,0.816,1.91e-06,0.0904,0.494,129.958,audio_features,spotify:track:779UN3kabApm2zfqX549vf,https://api.spotify.com/v1/tracks/779UN3kabApm2zfqX549vf,https://api.spotify.com/v1/audio-analysis/779UN3kabApm2zfqX549vf,218093,4,0,4
Softly,Clairo ,4PvbbMYL4fkToni5BLaYRb,0.759,0.436,0,-11.233,0,0.0419,0.33,0.0113,0.102,0.782,94.03,audio_features,spotify:track:4PvbbMYL4fkToni5BLaYRb,https://api.spotify.com/v1/tracks/4PvbbMYL4fkToni5BLaYRb,https://api.spotify.com/v1/audio-analysis/4PvbbMYL4fkToni5BLaYRb,185307,4,0,6
Hard White,Nicki Minaj ,1hHbmfNfXIwHyHCYO8ae3I,0.763,0.736,2,-3.403,1,0.212,0.08,0.0272,0.145,0.273,173.952,audio_features,spotify:track:1hHbmfNfXIwHyHCYO8ae3I,https://api.spotify.com/v1/tracks/1hHbmfNfXIwHyHCYO8ae3I,https://api.spotify.com/v1/audio-analysis/1hHbmfNfXIwHyHCYO8ae3I,193893,4,0,3
Familiar,Liam Payne ,0Y4hwUppbGc8aIBmiTz30A,0.636,0.805,9,-4.594,1,0.327,0.0161,0.0,0.0793,0.908,92.958,audio_features,spotify:track:0Y4hwUppbGc8aIBmiTz30A,https://api.spotify.com/v1/tracks/0Y4hwUppbGc8aIBmiTz30A,https://api.spotify.com/v1/audio-analysis/0Y4hwUppbGc8aIBmiTz30A,196552,4,0,6
Jorja Interlude,Drake ,13e6f8t7RKXuxZ0JdaaJRG,0.735,0.373,11,-10.478,1,0.104,0.762,0.00202,0.288,0.237,123.081,audio_features,spotify:track:13e6f8t7RKXuxZ0JdaaJRG,https://api.spotify.com/v1/tracks/13e6f8t7RKXuxZ0JdaaJRG,https://api.spotify.com/v1/audio-analysis/13e6f8t7RKXuxZ0JdaaJRG,107673,4,0,4
Ghost,Halsey ,5dcYoYFAXh0f0qI05AoufB,0.57,0.606,7,-8.085,1,0.129,0.0529,0.000727,0.134,0.212,95.038,audio_features,spotify:track:5dcYoYFAXh0f0qI05AoufB,https://api.spotify.com/v1/tracks/5dcYoYFAXh0f0qI05AoufB,https://api.spotify.com/v1/audio-analysis/5dcYoYFAXh0f0qI05AoufB,153657,4,0,6
A Nightmare on My Street,DJ Jazzy Jeff & The Fresh Prince ,5EuQzakrNyaOLsVS4pi1Az,0.717,0.616,2,-11.311,1,0.106,0.0426,0.0,0.0976,0.581,170.396,audio_features,spotify:track:5EuQzakrNyaOLsVS4pi1Az,https://api.spotify.com/v1/tracks/5EuQzakrNyaOLsVS4pi1Az,https://api.spotify.com/v1/audio-analysis/5EuQzakrNyaOLsVS4pi1Az,370040,4,0,3
MOOD 4 EVA,Beyoncé ,7oqftogUN82Q7VNy2TmTJW,0.608,0.709,7,-6.175,1,0.374,0.119,0.0,0.337,0.709,105.742,audio_features,spotify:track:7oqftogUN82Q7VNy2TmTJW,https://api.spotify.com/v1/tracks/7oqftogUN82Q7VNy2TmTJW,https://api.spotify.com/v1/audio-analysis/7oqftogUN82Q7VNy2TmTJW,272069,4,0,2
Aloha,Møme ,7IfOWyh4jTfkcGVrXKVNq0,0.661,0.635,10,-7.423,0,0.0645,0.204,0.00114,0.186,0.365,99.972,audio_features,spotify:track:7IfOWyh4jTfkcGVrXKVNq0,https://api.spotify.com/v1/tracks/7IfOWyh4jTfkcGVrXKVNq0,https://api.spotify.com/v1/audio-analysis/7IfOWyh4jTfkcGVrXKVNq0,218480,4,0,6
Familia,Nicki Minaj ,4Uy3kNxW2kB8AEoXljEcth,0.766,0.881,9,-5.158,0,0.137,0.0166,2.3e-06,0.347,0.674,112.027,audio_features,spotify:track:4Uy3kNxW2kB8AEoXljEcth,https://api.spotify.com/v1/tracks/4Uy3kNxW2kB8AEoXljEcth,https://api.spotify.com/v1/audio-analysis/4Uy3kNxW2kB8AEoXljEcth,174893,5,0,2
Stay Frosty Royal Milk Tea,Fall Out Boy ,0hfByzDRgR10HDLqm89lA9,0.461,0.869,1,-4.672,0,0.0731,0.000616,8.19e-06,0.25,0.649,145.919,audio_features,spotify:track:0hfByzDRgR10HDLqm89lA9,https://api.spotify.com/v1/tracks/0hfByzDRgR10HDLqm89lA9,https://api.spotify.com/v1/audio-analysis/0hfByzDRgR10HDLqm89lA9,171053,4,0,5
High And Low,Empire of the Sun ,2Q7PDjPz7h559wBF97lO07,0.512,0.768,1,-4.673,1,0.045,0.0213,3.2e-06,0.0918,0.322,126.907,audio_features,spotify:track:2Q7PDjPz7h559wBF97lO07,https://api.spotify.com/v1/tracks/2Q7PDjPz7h559wBF97lO07,https://api.spotify.com/v1/audio-analysis/2Q7PDjPz7h559wBF97lO07,224840,4,0,4
Doors,Mac Miller ,0cDvVjiJ8iKCYcypWJ71ay,0.497,0.177,2,-15.09,0,0.0392,0.916,5.41e-06,0.343,0.221,134.115,audio_features,spotify:track:0cDvVjiJ8iKCYcypWJ71ay,https://api.spotify.com/v1/tracks/0cDvVjiJ8iKCYcypWJ71ay,https://api.spotify.com/v1/audio-analysis/0cDvVjiJ8iKCYcypWJ71ay,78013,4,0,1
Carol of the Bells  Voice,Peter J. Wilhousky ,7Hf0ROGQxHYig3LDB8uqmR,0.568,0.232,7,-19.841,0,0.0663,0.993,1.17e-05,0.0967,0.248,95.666,audio_features,spotify:track:7Hf0ROGQxHYig3LDB8uqmR,https://api.spotify.com/v1/tracks/7Hf0ROGQxHYig3LDB8uqmR,https://api.spotify.com/v1/audio-analysis/7Hf0ROGQxHYig3LDB8uqmR,79653,3,0,6
Wild Dogs,Lil Wayne ,4WkYfVna9LPWvP1ieMuLQC,0.807,0.519,2,-6.489,1,0.337,0.0403,0.0,0.152,0.283,134.867,audio_features,spotify:track:4WkYfVna9LPWvP1ieMuLQC,https://api.spotify.com/v1/tracks/4WkYfVna9LPWvP1ieMuLQC,https://api.spotify.com/v1/audio-analysis/4WkYfVna9LPWvP1ieMuLQC,216893,4,0,1
Innermission,Logic ,1zucHJN4WKHIzSL4FyiJw9,0.741,0.759,8,-4.387,1,0.21,0.58,0.0,0.103,0.49,95.101,audio_features,spotify:track:1zucHJN4WKHIzSL4FyiJw9,https://api.spotify.com/v1/tracks/1zucHJN4WKHIzSL4FyiJw9,https://api.spotify.com/v1/audio-analysis/1zucHJN4WKHIzSL4FyiJw9,240053,4,0,6
Lions & Eagles,Tee Grizzley ,2jZx9wy7JVYYF2Yxe6fUNl,0.786,0.739,1,-3.51,1,0.286,0.34,0.0,0.18,0.297,96.075,audio_features,spotify:track:2jZx9wy7JVYYF2Yxe6fUNl,https://api.spotify.com/v1/tracks/2jZx9wy7JVYYF2Yxe6fUNl,https://api.spotify.com/v1/audio-analysis/2jZx9wy7JVYYF2Yxe6fUNl,150674,4,0,6
11 Blocks,Wrabel ,7nZBRPj89rgeZ5eBLp2J7P,0.553,0.711,0,-4.275,1,0.0378,0.0216,0.0,0.142,0.293,99.515,audio_features,spotify:track:7nZBRPj89rgeZ5eBLp2J7P,https://api.spotify.com/v1/tracks/7nZBRPj89rgeZ5eBLp2J7P,https://api.spotify.com/v1/audio-analysis/7nZBRPj89rgeZ5eBLp2J7P,222213,4,0,6
Waiting For A Miracle,Post Malone ,2GUSz3vtf8jhVXri1CTrQX,0.491,0.278,6,-11.29,1,0.0424,0.8,1.99e-06,0.111,0.0718,127.136,audio_features,spotify:track:2GUSz3vtf8jhVXri1CTrQX,https://api.spotify.com/v1/tracks/2GUSz3vtf8jhVXri1CTrQX,https://api.spotify.com/v1/audio-analysis/2GUSz3vtf8jhVXri1CTrQX,141851,4,0,4
Fun,Selena Gomez ,64kfyGcf5dvbw92Vv4THCj,0.863,0.419,11,-10.144,0,0.437,0.076,4.92e-05,0.151,0.523,113.866,audio_features,spotify:track:64kfyGcf5dvbw92Vv4THCj,https://api.spotify.com/v1/tracks/64kfyGcf5dvbw92Vv4THCj,https://api.spotify.com/v1/audio-analysis/64kfyGcf5dvbw92Vv4THCj,189382,4,0,2
Mr. Hollywood,Joji ,4OxQ9sBdJCndBzQNuGorr7,0.717,0.442,6,-8.045,1,0.0415,0.691,5.92e-05,0.0811,0.245,115.01,audio_features,spotify:track:4OxQ9sBdJCndBzQNuGorr7,https://api.spotify.com/v1/tracks/4OxQ9sBdJCndBzQNuGorr7,https://api.spotify.com/v1/audio-analysis/4OxQ9sBdJCndBzQNuGorr7,202072,4,0,2
Ghost in the Machine,SZA ,4h5x3XHLVYFJaItKuO2rhy,0.624,0.433,6,-9.572,1,0.0467,0.837,0.0294,0.113,0.589,124.979,audio_features,spotify:track:4h5x3XHLVYFJaItKuO2rhy,https://api.spotify.com/v1/tracks/4h5x3XHLVYFJaItKuO2rhy,https://api.spotify.com/v1/audio-analysis/4h5x3XHLVYFJaItKuO2rhy,218587,4,0,4
My Jeans (Lil Baby & Gunna feat. Young Thug),Lil Baby ,4T7cJdrTRqOBESPYfvfj2x,0.435,0.715,11,-5.869,1,0.186,0.119,0.0,0.531,0.382,100.576,audio_features,spotify:track:4T7cJdrTRqOBESPYfvfj2x,https://api.spotify.com/v1/tracks/4T7cJdrTRqOBESPYfvfj2x,https://api.spotify.com/v1/audio-analysis/4T7cJdrTRqOBESPYfvfj2x,196448,5,0,6
Skit,BTS ,4Ut6UU8Yyihz1jCZWSCQpu,0.598,0.356,9,-18.009,1,0.802,0.912,0.0,0.913,0.817,121.045,audio_features,spotify:track:4Ut6UU8Yyihz1jCZWSCQpu,https://api.spotify.com/v1/tracks/4Ut6UU8Yyihz1jCZWSCQpu,https://api.spotify.com/v1/audio-analysis/4Ut6UU8Yyihz1jCZWSCQpu,131907,3,0,4
SOS,Avicii ,2x0RZdkZcD8QRI53XT4GI5,0.802,0.645,5,-6.181,0,0.0715,0.272,0.0,0.119,0.376,100.001,audio_features,spotify:track:2x0RZdkZcD8QRI53XT4GI5,https://api.spotify.com/v1/tracks/2x0RZdkZcD8QRI53XT4GI5,https://api.spotify.com/v1/audio-analysis/2x0RZdkZcD8QRI53XT4GI5,157202,4,0,6
Threat 2 Society,2 Chainz ,00BNT97AtJ5aB8SSsE5xGH,0.617,0.779,1,-5.084,1,0.287,0.201,0.0,0.117,0.887,83.332,audio_features,spotify:track:00BNT97AtJ5aB8SSsE5xGH,https://api.spotify.com/v1/tracks/00BNT97AtJ5aB8SSsE5xGH,https://api.spotify.com/v1/audio-analysis/00BNT97AtJ5aB8SSsE5xGH,225800,4,0,0
Everything That's Missing,Big Sean ,2LxudmRpMzYTsb37Oi1RWD,0.405,0.51,8,-10.343,0,0.411,0.692,2.41e-06,0.245,0.396,183.057,audio_features,spotify:track:2LxudmRpMzYTsb37Oi1RWD,https://api.spotify.com/v1/tracks/2LxudmRpMzYTsb37Oi1RWD,https://api.spotify.com/v1/audio-analysis/2LxudmRpMzYTsb37Oi1RWD,194051,4,0,3
